P00260052;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260054;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260055;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260056;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260057;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260059;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260060;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260061;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260064;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260065;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260066;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260067;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260069;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260070;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260071;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260072;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260073;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260074;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00260075;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247955;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247956;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247957;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247958;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247959;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247960;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247961;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247962;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247963;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247964;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247965;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247966;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247967;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247968;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247969;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247970;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247971;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247972;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247973;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247974;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247975;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247976;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247977;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247978;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247979;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247980;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247981;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247982;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247983;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247984;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247985;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247986;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247987;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247988;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247989;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247990;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247991;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247992;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247993;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247994;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247995;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247996;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247997;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247998;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00247999;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248000;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248119;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248120;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248121;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248122;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248123;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248124;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248125;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248126;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248127;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248128;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248129;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248130;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248131;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248132;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248133;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248134;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248135;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248136;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248137;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248138;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248139;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248140;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248141;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248142;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248143;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248144;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248145;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00248146;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P06901529;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P06901531;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P06901532;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00848943;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P01954389;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P00584570;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P02005343;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P02005622;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P02005623;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P02005624;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P02005625;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P02005626;Uvaria cordata;Uvaria;cordata;Uvaria cordata;SYNONYM;Uvaria littoralis;(Blume) Blume;https://ipni.org/n/75628-1
P06901336;Acalypha sp.;Acalypha;sp.;Acalypha sp.;;;;
P01960168;Acridocarpus sp.;Acridocarpus;sp.;Acridocarpus sp.;;;;
P06901024;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P06901025;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P06901027;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P00404594;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P00404595;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01044209;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P02008529;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921632;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921633;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921634;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921635;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921636;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921637;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921638;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921639;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921640;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921641;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921642;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921643;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921644;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921645;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921646;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921647;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921648;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921649;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921650;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921651;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921652;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921654;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921655;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921656;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921657;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921658;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921659;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921660;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921661;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921662;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921663;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921664;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921665;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921666;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01921667;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01956357;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01956358;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P01956359;Alphonsea sp.;Alphonsea;sp.;Alphonsea sp.;;;;
P030243;Ambavia gerrardii;Ambavia;gerrardii;Ambavia gerrardii;ACCEPTED;Ambavia gerrardii;(Baill.) Le Thomas;https://www.ipni.org/n/72022-1
P030244;Ambavia gerrardii;Ambavia;gerrardii;Ambavia gerrardii;ACCEPTED;Ambavia gerrardii;(Baill.) Le Thomas;https://www.ipni.org/n/72022-1
P030245;Ambavia gerrardii;Ambavia;gerrardii;Ambavia gerrardii;ACCEPTED;Ambavia gerrardii;(Baill.) Le Thomas;https://www.ipni.org/n/72022-1
P02032493;Ambavia gerrardii;Ambavia;gerrardii;Ambavia gerrardii;ACCEPTED;Ambavia gerrardii;(Baill.) Le Thomas;https://www.ipni.org/n/72022-1
P02032494;Ambavia gerrardii;Ambavia;gerrardii;Ambavia gerrardii;ACCEPTED;Ambavia gerrardii;(Baill.) Le Thomas;https://www.ipni.org/n/72022-1
P02032495;Ambavia gerrardii;Ambavia;gerrardii;Ambavia gerrardii;ACCEPTED;Ambavia gerrardii;(Baill.) Le Thomas;https://www.ipni.org/n/72022-1
P02032496;Ambavia gerrardii;Ambavia;gerrardii;Ambavia gerrardii;ACCEPTED;Ambavia gerrardii;(Baill.) Le Thomas;https://www.ipni.org/n/72022-1
P02032497;Ambavia gerrardii;Ambavia;gerrardii;Ambavia gerrardii;ACCEPTED;Ambavia gerrardii;(Baill.) Le Thomas;https://www.ipni.org/n/72022-1
P02032498;Ambavia gerrardii;Ambavia;gerrardii;Ambavia gerrardii;ACCEPTED;Ambavia gerrardii;(Baill.) Le Thomas;https://www.ipni.org/n/72022-1
P02032499;Ambavia gerrardii;Ambavia;gerrardii;Ambavia gerrardii;ACCEPTED;Ambavia gerrardii;(Baill.) Le Thomas;https://www.ipni.org/n/72022-1
P02032500;Ambavia gerrardii;Ambavia;gerrardii;Ambavia gerrardii;ACCEPTED;Ambavia gerrardii;(Baill.) Le Thomas;https://www.ipni.org/n/72022-1
P02032501;Ambavia gerrardii;Ambavia;gerrardii;Ambavia gerrardii;ACCEPTED;Ambavia gerrardii;(Baill.) Le Thomas;https://www.ipni.org/n/72022-1
P02032502;Ambavia gerrardii;Ambavia;gerrardii;Ambavia gerrardii;ACCEPTED;Ambavia gerrardii;(Baill.) Le Thomas;https://www.ipni.org/n/72022-1
P02032503;Ambavia gerrardii;Ambavia;gerrardii;Ambavia gerrardii;ACCEPTED;Ambavia gerrardii;(Baill.) Le Thomas;https://www.ipni.org/n/72022-1
