"Bio01" "Bio02" "Bio03" "Bio04" "Bio05" "Bio06" "Bio07" "Bio08" "Bio09" "Bio10" "Bio11" "Bio12" "Bio13" "Bio14" "Bio15" "Bio16" "Bio17" "Bio18" "Bio19" "Bio20" "Bio21" "bulk_dens" "cation_exchange_capacity" "vol_fraction_coarse" "clay_prop" "nitrogen" "org_C_dens" "org_C_stock" "soil_pH" "sand_prop" "silt_prop" "soil_org_carbon"
"Bio21" -0.0899338535842792 0.0315232347130026 -0.00197517870469042 0.202102962944589 -0.0942715016543556 -0.18264588655428 0.0340899201418079 -0.0951356456110448 -0.120779894953552 -0.0727758521735057 -0.238039753355377 -0.167058646502973 -0.38397594245358 0.2952668984734 -0.470593840218245 -0.408495526446629 0.244638591197409 -0.0880922958758168 0.178320753854118 -0.272601231057074 1 -0.0743902492191235 0.464595974115809 0.248448246390156 0.221118429188284 0.348686818751454 0.0263233560162538 0.115665071152896 0.0746123082141478 0.183875200703737 -0.34992367915466 0.146196602877322
"bulk_dens" 0.270431329840076 0.475618251918097 -0.215307260206348 0.602115549523409 0.560128407014856 -0.160471683104233 0.548274950118058 0.524484416389979 -0.0239320921836022 0.494560793281347 -0.0158259363134344 -0.651385994770702 -0.397728871032865 -0.673228717596756 0.571509338678468 -0.432684860620638 -0.684740048939438 -0.549928893350317 -0.625511977891905 0.492519521269653 -0.0743902492191235 1 -0.23898785389929 -0.111829113404781 -0.458544559816923 -0.668714386500327 -0.73446170574617 -0.72600684845173 0.552116762282266 0.633656439547551 -0.484910693870193 -0.611293659195387
"cation_exchange_capacity" -0.298460041152202 0.210000110511536 0.00213842244856684 0.315332264285123 -0.0963950515484968 -0.47362694845846 0.207763517040466 -0.0596969962067953 -0.400004364990796 -0.234079233849718 -0.478500599259369 -0.222235159621976 -0.538953919987069 0.18346682177276 -0.607960408498603 -0.523500096416805 0.173244895692512 -0.0196519404159532 -0.0233769937625261 -0.355248137550623 0.464595974115809 -0.23898785389929 1 0.0299322343091396 0.072112110899367 0.525144572074204 0.306479932277065 0.366728857823042 0.366742961602276 0.0390108630667545 -0.0891523796907974 0.271170374781993
"vol_fraction_coarse" -0.146145133727398 -0.00649373404976758 -0.168250264907406 0.02777086656047 -0.0232182346157708 -0.0969300104963728 0.0397058722729087 -0.27106521389159 0.0131641703394786 -0.083298812030124 -0.104090848749257 -0.020506077160394 0.0320406263138215 0.028183822155568 0.0890877511482204 0.0253964028554077 -0.0171819081529707 -0.203980321401666 0.190367702430953 0.0813350612161399 0.248448246390156 -0.111829113404781 0.0299322343091396 1 0.0897267407176508 0.274071690197352 -0.0216827655781545 0.152892993075543 0.00923310697125939 0.158738714290553 -0.241746858594752 0.0205182767317372
"clay_prop" -0.0552974676288151 -0.124236644454566 0.204736013177356 -0.244234634848484 -0.210789508984714 0.04316654110823 -0.195947968480049 -0.193306633288595 0.0402190140510035 -0.183111880683085 0.0249340459736834 0.400350192310075 0.307425337652108 0.462482616841928 -0.21836001049999 0.318072078112992 0.441271804391053 0.39018961732979 0.522684057919668 -0.147968340209836 0.221118429188284 -0.458544559816923 0.072112110899367 0.0897267407176508 1 0.432384704034904 0.43108069240111 0.345861144088032 -0.260637744763718 -0.546163978560245 0.0607804057253221 0.372054465901293
"nitrogen" -0.40417905822925 -0.150809222772884 0.115204381884599 -0.165202727930112 -0.413676763743077 -0.23135511200011 -0.194042530174902 -0.358648523933818 -0.279181020991427 -0.479038424528875 -0.326113620033422 0.264467658215466 -0.0415055212601989 0.52776184525385 -0.619281151444539 -0.0235336756144749 0.510693632832455 0.359968505376713 0.391706340008672 -0.440514297675718 0.348686818751454 -0.668714386500327 0.525144572074204 0.274071690197352 0.432384704034904 1 0.630015703361065 0.643199868267513 -0.0981151682644396 -0.321879116286969 0.128495621764976 0.523145908103332
"org_C_dens" -0.439773598308155 -0.262609846537295 0.325882408507736 -0.4132851128939 -0.556255620747422 -0.123563865613313 -0.373953682564296 -0.464927098355931 -0.256567993966688 -0.595441513922989 -0.23971502629254 0.512300187343769 0.227647652883207 0.588047043621963 -0.564194090185228 0.255224485210251 0.614895984660452 0.632451647849566 0.396273769577809 -0.531832876767638 0.0263233560162538 -0.73446170574617 0.306479932277065 -0.0216827655781545 0.43108069240111 0.630015703361065 1 0.867770224938189 -0.304610711008589 -0.57056176321017 0.425657384913339 0.685917252041399
"org_C_stock" -0.501752027464266 -0.224327369518019 0.276714741875655 -0.386638175502972 -0.54095163911825 -0.195955026170713 -0.317983296421457 -0.546903139674622 -0.254052112884024 -0.620345259482844 -0.293283502458091 0.452405279091416 0.17467573273382 0.554939612037008 -0.572446987668411 0.202531109474271 0.56222004560054 0.468612231238653 0.419886926236862 -0.542107418118275 0.115665071152896 -0.72600684845173 0.366728857823042 0.152892993075543 0.345861144088032 0.643199868267513 0.867770224938189 1 -0.287392654313117 -0.482549237503495 0.371095001498339 0.588831873196439
"soil_pH" -0.0416735067536539 0.732128071444643 -0.205345995611115 0.829983902553013 0.524740318889376 -0.619994656603758 0.796718760488299 0.397758747424263 -0.417993399110033 0.257025561176376 -0.434268137357891 -0.73592777651359 -0.668014766712567 -0.544661937273412 0.259096413916752 -0.688003922979684 -0.56798896669086 -0.440973292649181 -0.614507409601343 0.447562450806633 0.0746123082141478 0.552116762282266 0.366742961602276 0.00923310697125939 -0.260637744763718 -0.0981151682644396 -0.304610711008589 -0.287392654313117 1 0.504344808037669 -0.447425617604033 -0.377952523324079
"sand_prop" 0.0413511585484656 0.492692468616693 -0.248912111954588 0.685004929418891 0.421128842461548 -0.387768217008111 0.573219614148039 0.335029327322106 -0.210838421112075 0.291477233230506 -0.271906503648564 -0.699831158249022 -0.586652061660744 -0.493120540351023 0.321700259296698 -0.610371571525653 -0.539849850919043 -0.547331982808672 -0.499451532080405 0.378766515021818 0.183875200703737 0.633656439547551 0.0390108630667545 0.158738714290553 -0.546163978560245 -0.321879116286969 -0.57056176321017 -0.482549237503495 0.504344808037669 1 -0.86931954916127 -0.493440639296643
"silt_prop" -0.0165087568767162 -0.513921041291814 0.175951004482585 -0.672427783966221 -0.377349471809082 0.436975202866287 -0.567585436673085 -0.285120408301264 0.227918325682636 -0.239187856188607 0.309647553962298 0.597906357377176 0.517854159833984 0.314859757607612 -0.254350412323391 0.53986731932937 0.383058709647463 0.4220487136776 0.287018485957219 -0.363818492349444 -0.34992367915466 -0.484910693870193 -0.0891523796907974 -0.241746858594752 0.0607804057253221 0.128495621764976 0.425657384913339 0.371095001498339 -0.447425617604033 -0.86931954916127 1 0.368497468373123
"soil_org_carbon" -0.0695969130754207 -0.269810027161791 0.333121775618323 -0.419147911832936 -0.330503948364793 0.162860319119622 -0.364600883329621 -0.227949244662231 0.0477366942403527 -0.273026658496912 0.0779490285609895 0.545368964357695 0.252610099237486 0.683303970919356 -0.5787870523929 0.282177908081842 0.683689015158563 0.607472302525588 0.484011095601329 -0.467657679509328 0.146196602877322 -0.611293659195387 0.271170374781993 0.0205182767317372 0.372054465901293 0.523145908103332 0.685917252041399 0.588831873196439 -0.377952523324079 -0.493440639296643 0.368497468373123 1
